	Assay	Cell Type	Molecule
3117	CHIP	tibial artery female adult (53 years)	H3K27me3
3118	CHIP	lower leg skin female adult (51 year)	POLR2A
3119	CHIP	Loucy	H3K9ac
3120	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB12
3121	CHIP	breast epithelium female adult (53 years)	H3K36me3
3122	CHIP	heart left ventricle female adult (53 years)	CTCF
3123	CHIP	HepG2	ATF7
3124	CHIP	stomach female adult (53 years)	H3K9me3
3125	CHIP	K562	ZNF184
3126	CHIP	MCF-7 genetically modified using stable transfection	eGFP-FOSL2
3127	CHIP	CD4-positive, alpha-beta T cell	H3K27ac
3128	CHIP	K562	GATAD2B
3129	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF701
3130	CHIP	ovary female adult (51 year)	CTCF
3131	CHIP	right cardiac atrium male adult (34 years)	H3K4me3
3132	CHIP	OCI-LY3	H3K4me3
3133	CHIP	GM12878	CBX3
3134	CHIP	stomach male adult (54 years)	CTCF
3135	CHIP	UCSF-4	H3K9me3
3136	CHIP	K562 genetically modified using stable transfection	eGFP-KLF1
3137	CHIP	A549	CHD4
3138	CHIP	lung male child (3 years)	H3K27ac
3139	CHIP	neural stem progenitor cell originated from H9	H3K27me3
3140	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF493
3141	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF138
3142	CHIP	gastroesophageal sphincter male adult (37 years)	EP300
3143	CHIP	substantia nigra female adult (75 years)	H3K4me3
3144	CHIP	MCF-7	MTA2
3145	CHIP	stomach male adult (34 years)	H3K36me3
3146	CHIP	K562	MCM2
3147	CHIP	caudate nucleus female adult (75 years)	H3K9me3
3148	CHIP	GM12878	MLLT1
3149	CHIP	K562 genetically modified using stable transfection	eGFP-NFE2
3150	CHIP	breast epithelium female adult (53 years)	H3K4me1
3151	CHIP	IMR-90	H3K79me1
3152	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZNF7
3153	CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K27me3
3154	CHIP	body of pancreas male adult (54 years)	H3K4me3
3155	CHIP	H9	H4K5ac
3156	CHIP	MCF-7	ZNF512B
3157	CHIP	HCT116	H3K9me2
3158	CHIP	MCF-7	MAFK
3159	CHIP	mesenchymal stem cell originated from adipose tissue	H3K36me3
3160	CHIP	PC-9	H3K9me3
3161	CHIP	HepG2	AGO1
3162	CHIP	heart left ventricle male child (3 years)	H3K27ac
3163	CHIP	MCF-7	GTF2F1
3164	CHIP	myoepithelial cell of mammary gland female adult (33 years)	H3K36me3
3165	CHIP	K562	ZHX1
3166	CHIP	B cell male adult (37 years)	H3K27me3
3167	CHIP	thyroid gland female adult (51 year)	H3K9me3
3168	CHIP	transverse colon female adult (51 year)	CTCF
3169	CHIP	kidney male adult (67 years)	H3K36me3
3170	CHIP	iPS-15b female adult (48 years)	H3K9me3
3171	CHIP	foreskin keratinocyte male newborn	H3K36me3
3172	CHIP	substantia nigra male adult (81 year)	H3K4me1
3173	CHIP	NCI-H929	H2AFZ
3174	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZXDB
3175	CHIP	esophagus muscularis mucosa male adult (37 years)	CTCF
3176	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K36me3
3177	CHIP	MCF-7	CTCF
3178	CHIP	skeletal muscle tissue	H3K9ac
3179	CHIP	HUES48	H3K9me3
3180	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-RXRB
3181	CHIP	CD4-positive, alpha-beta T cell male adult (21 year)	H3K27ac
3182	CHIP	testis male adult (37 years)	H3K36me3
3183	CHIP	sigmoid colon male adult (34 years)	H3K27ac
3184	CHIP	NCI-H929	H3K36me3
3185	CHIP	GM23248	H3K9ac
3186	CHIP	DOHH2	EZH2phosphoT487
3187	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-THAP11
3188	CHIP	MM.1S	H3F3A
3189	CHIP	A549	USF2
3190	CHIP	K562	E2F1
3191	CHIP	K562	HDGF
3192	CHIP	liver male adult (32 years)	H3K9me3
3193	CHIP	trophoblast cell originated from H1-hESC	H3K4me1
3194	CHIP	SK-N-SH	H3K27ac
3195	CHIP	colonic mucosa female adult (73 years)	H3K27me3
3196	CHIP	DND-41	H3K4me3
3197	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF157
3198	CHIP	OCI-LY7	EZH2phosphoT487
3199	CHIP	mesendoderm originated from H1-hESC	H3K18ac
3200	CHIP	PC-3	H3K4me1
3201	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K27me3
3202	CHIP	placental basal plate female embryo (40 weeks)	H3K9me3
3203	CHIP	lung female embryo (82 days)	H3K9ac
3204	CHIP	K562	YBX3
3205	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF473
3206	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year)	H3K9me3
3207	CHIP	substantia nigra male adult (81 year)	H3K9me3
3208	CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K9me3
3209	CHIP	K562	HDAC1
3210	CHIP	temporal lobe female adult (75 years)	H3K27me3
3211	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-NFYC
3212	CHIP	tibial nerve female adult (51 year)	EP300
3213	CHIP	MCF-7	FOS
3214	CHIP	natural killer cell male adult (37 years)	H3K4me3
3215	CHIP	neural stem progenitor cell originated from H1-hESC	H3K79me1
3216	CHIP	K562	ARHGAP35
3217	CHIP	foreskin melanocyte male newborn	H3K9me3
3218	CHIP	H1-hESC	H2AFZ
3219	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-SSRP1
3220	CHIP	body of pancreas male adult (37 years)	CTCF
3221	CHIP	neural progenitor cell originated from H9	H3K36me3
3222	CHIP	MCF-7	NCOA3
3223	CHIP	stomach female adult (53 years)	EP300
3224	CHIP	placenta male embryo (16 weeks)	H3K36me3
3225	CHIP	K562	NUFIP1
3226	CHIP	germinal matrix male embryo (20 weeks)	H3K4me3
3227	CHIP	HepG2	H3K4me3
3228	CHIP	lung male child (3 years)	H3K4me1
3229	CHIP	mesendoderm originated from H1-hESC	H3K79me2
3230	CHIP	Peyer's patch male adult (54 years)	POLR2A
3231	CHIP	muscle layer of colon female adult (56 years)	H3K9me3
3232	CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K9me3
3233	CHIP	colonic mucosa female adult (73 years)	H3K4me3
3234	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K27ac
3235	CHIP	esophagus male adult (34 years)	H3K4me3
3236	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZNF644
3237	CHIP	esophagus muscularis mucosa female adult (53 years)	H3K9me3
3238	CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
3239	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K4me3
3240	CHIP	chorionic villus embryo (16 weeks)	H3K4me1
3241	CHIP	IMR-90	H3K79me1
3242	CHIP	fibroblast of breast female adult (17 years)	H3K27ac
3243	CHIP	K562 genetically modified using CRISPR	eGFP-ZNF197
3244	CHIP	IMR-90	H3K9me1
3245	CHIP	CD4-positive, alpha-beta memory T cell	H3K36me3
3246	CHIP	tibial nerve male adult (37 years)	EP300
3247	CHIP	K562	HNRNPH1
3248	CHIP	OCI-LY3	H3K4me1
3249	CHIP	A673	H3K36me3
3250	CHIP	endocrine pancreas male adult (46 years)	H3K27me3
3251	CHIP	iPS-15b female adult (48 years)	H3K27me3
3252	CHIP	lower leg skin male adult (37 years)	CTCF
3253	CHIP	thyroid gland male adult (54 years)	H3K27me3
3254	CHIP	stomach female adult (30 years)	H3K27ac
3255	CHIP	MCF-7	NFIB
3256	CHIP	K562	BRD4
3257	CHIP	HUES6	H3K9ac
3258	CHIP	OCI-LY3	EZH2phosphoT487
3259	CHIP	A549	NFE2L2
3260	CHIP	mucosa of rectum female adult (61 year)	H3K9ac
3261	CHIP	liver male adult (78 years)	H3K36me3
3262	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF433
3263	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZFP1
3264	CHIP	neutrophil male	H3K4me1
3265	CHIP	SU-DHL-6	H3K9me3
3266	CHIP	K562	SMARCA4
3267	CHIP	K562	RUNX1
3268	CHIP	endocrine pancreas adult (59 years)	H3K27me3
3269	CHIP	ascending aorta female adult (53 years)	H3K27me3
3270	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-TFE3
3271	CHIP	spleen female adult (53 years)	H3K36me3
3272	CHIP	HepG2	GATA4
3273	CHIP	GM12878	ARNT
3274	CHIP	HepG2	FUS
3275	CHIP	K562 genetically modified using stable transfection	eGFP-ZNF512
3276	CHIP	GM23338 male adult (53 years) originated from GM23248	EZH2phosphoT487
3277	CHIP	MCF-7	NBN
3278	CHIP	skeletal muscle tissue male adult (54 years)	H3K9me3
3279	CHIP	large intestine male embryo (108 days)	H3K9me3
3280	CHIP	neural progenitor cell originated from H9	H3F3A
3281	CHIP	angular gyrus female adult (75 years)	H3K9ac
3282	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K9ac
3283	CHIP	trophoblast cell originated from H1-hESC	H3K23ac
3284	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP64
3285	CHIP	right atrium auricular region female adult (53 years)	H3K27ac
3286	CHIP	mesenchymal stem cell originated from H1-hESC	H3K79me1
3287	CHIP	K562	HNRNPL
3288	CHIP	K562	PHF20
3289	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF510
3290	CHIP	fibroblast of breast female adult (17 years)	H3K27me3
3291	CHIP	UCSF-4	H3K4me3
3292	CHIP	right cardiac atrium male adult (34 years)	H3K9me3
3293	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-RBPJ
3294	CHIP	K562 genetically modified using stable transfection	eGFP-ETS2
3295	CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me3
3296	CHIP	body of pancreas male adult (54 years)	H3K27ac
3297	CHIP	thyroid gland male adult (37 years)	H3K27ac
3298	CHIP	mammary epithelial cell female adult (18 years)	H3K36me3
3299	CHIP	OCI-LY1	H3K27ac
3300	CHIP	VCaP	H3K27ac
3301	CHIP	GM12878	ETV6
3302	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K4me1
3303	CHIP	K562	CCAR2
3304	CHIP	K562 genetically modified using stable transfection	eGFP-ZNF507
3305	CHIP	mesendoderm originated from H1-hESC	H2AK5ac
3306	CHIP	placenta female embryo (113 days)	H3K9me3
3307	CHIP	liver male adult (32 years)	HNF4A
3308	CHIP	K562	PCBP2
3309	CHIP	K562 genetically modified using CRISPR	eGFP-ZNF589
3310	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF416
3311	CHIP	Karpas-422	H3K79me2
3312	CHIP	cingulate gyrus female adult (75 years)	H3K27ac
3313	CHIP	OCI-LY3	H3K9me3
3314	CHIP	mesenchymal stem cell originated from H1-hESC	H3K18ac
3315	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-IRF2
3316	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF7
3317	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SCRT1
3318	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K4me3
3319	CHIP	peripheral blood mononuclear cell female adult (28 years)	H3K9me3
3320	CHIP	adrenal gland female adult (53 years)	H3K4me3
3321	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K36me3
3322	CHIP	HepG2	TBX3
3323	CHIP	vagina female adult (53 years)	CTCF
3324	CHIP	chorionic villus male embryo (16 weeks)	H3K27ac
3325	CHIP	esophagus muscularis mucosa female adult (53 years)	H3K4me3
3326	CHIP	spleen male child (3 years)	H3K27me3
3327	CHIP	K562 genetically modified using stable transfection	eGFP-KLF13
3328	CHIP	neural cell	H3K4me3
3329	CHIP	transverse colon male adult (37 years)	CTCF
3330	CHIP	temporal lobe female adult (75 years)	H3K27ac
3331	CHIP	K562	RNF2
3332	CHIP	body of pancreas female adult (51 year)	POLR2A
3333	CHIP	effector memory CD4-positive, alpha-beta T cell	H3K36me3
3334	CHIP	GM23248	H3K79me2
3335	CHIP	testis male adult (37 years)	H3K4me3
3336	CHIP	A673	CTCF
3337	CHIP	HeLa-S3	SREBF2
3338	CHIP	tibial nerve female adult (53 years)	H3K27me3
3339	CHIP	pancreas male adult (34 years)	H3K27ac
3340	CHIP	trophoblast female embryo (20 weeks)	H3K9me3
3341	CHIP	K562	ARNT
3342	CHIP	right lobe of liver female adult (53 years)	H3K9me3
3343	CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K27ac
3344	CHIP	angular gyrus male adult (81 year)	H3K27me3
3345	CHIP	UCSF-4	H3K4me1
3346	CHIP	A549	CBX8
3347	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-KLF11
3348	CHIP	heart right ventricle male child (3 years)	H3K36me3
3349	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-HBP1
3350	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-CTCF
3351	CHIP	PC-3	EZH2phosphoT487
3352	CHIP	lung female embryo (120 days)	H3K4me1
3353	CHIP	K562	CEBPZ
3354	CHIP	A549	RCOR1
3355	CHIP	stomach male adult (37 years)	CTCF
3356	CHIP	Parathyroid adenoma male adult (62 years)	H3K79me2
3357	CHIP	K562 genetically modified using stable transfection	eGFP-HINFP
3358	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	CTCF
3359	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB6
3360	CHIP	chorionic villus male embryo (38 weeks)	H3K27ac
3361	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF300
3362	CHIP	iPS-15b female adult (48 years)	H3K36me3
3363	CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K27ac
3364	CHIP	MCF-7	CREB1
3365	CHIP	adrenal gland male adult (37 years)	H3K4me3
3366	CHIP	K562 genetically modified using stable transfection	eGFP-CEBPG
3367	CHIP	HepG2	KAT2B
3368	CHIP	K562	ZNF184
3369	CHIP	Peyer's patch female adult (53 years)	H3K4me1
3370	CHIP	foreskin fibroblast male newborn	H3K36me3
3371	CHIP	heart embryo (101 day)	H3K36me3
3372	CHIP	DOHH2	H3K79me2
3373	CHIP	A549	ELK1
3374	CHIP	HepG2	SRSF9
3375	CHIP	foreskin fibroblast male newborn	H3K9me3
3376	CHIP	HepG2	SYNCRIP
3377	CHIP	K562	CSDE1
3378	CHIP	neural stem progenitor cell originated from H1-hESC	H3K9ac
3379	CHIP	GM12878	ETV6
3380	CHIP	brain male embryo (122 days)	H3K27me3
3381	CHIP	DOHH2	H3K9me3
3382	CHIP	K562	MCM5
3383	CHIP	muscle layer of duodenum male adult (59 years)	H3K4me1
3384	CHIP	placental basal plate male embryo (38 weeks)	H3K36me3
3385	CHIP	middle frontal area 46 female adult (75 years)	H3K36me3
3386	CHIP	OCI-LY3	H2AFZ
3387	CHIP	KOPT-K1	H3K4me1
3388	CHIP	regulatory T cell originated from blood cell	H3K27me3
3389	CHIP	CD8-positive, alpha-beta T cell	H3K4me1
3390	CHIP	H1-hESC	H3K4me1
3391	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB17
3392	CHIP	K562 genetically modified using stable transfection	eGFP-ATF3
3393	CHIP	urinary bladder male adult (34 years)	H3K4me3
3394	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K4me1
3395	CHIP	K562 genetically modified using stable transfection	eGFP-NFE2L1
3396	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFHX2
3397	CHIP	K562	ILF3
3398	CHIP	K562 genetically modified using CRISPR	3xFLAG-PBX2
3399	CHIP	sigmoid colon female adult (51 year)	POLR2AphosphoS5
3400	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-RFX3
3401	CHIP	trophoblast cell originated from H1-hESC	H2BK12ac
3402	CHIP	HUES64	H3K27me3
3403	CHIP	NCI-H929	CTCF
3404	CHIP	HeLa-S3	UBTF
3405	CHIP	K562	ZSCAN29
3406	CHIP	K562 genetically modified using stable transfection	eGFP-TEAD2
3407	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF8
3408	CHIP	liver female child (6 years) and male adult (32 years)	RAD21
3409	CHIP	mammary stem cell	H3K36me3
3410	CHIP	upper lobe of left lung female adult (53 years)	EP300
3411	CHIP	MCF-7	CTBP1
3412	CHIP	myoepithelial cell of mammary gland female adult (33 years)	H3K27me3
3413	CHIP	sigmoid colon male child (3 years)	H3K9me3
3414	CHIP	GM12878	BACH1
3415	CHIP	A549	MAZ
3416	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K27me3
3417	CHIP	GM12878	TRIM22
3418	CHIP	hepatocyte originated from H9	H3K27me3
3419	CHIP	OCI-LY3	H3K36me3
3420	CHIP	layer of hippocampus female adult (75 years)	H3K4me1
3421	CHIP	K562	ELF4
3422	CHIP	A549	SREBF2
3423	CHIP	A549	KDM1A
3424	CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K27me3
3425	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-CEBPG
3426	CHIP	thyroid gland male adult (54 years)	H3K4me1
3427	CHIP	MCF-7	H4K20me1
3428	CHIP	stomach male adult (34 years)	H3K9me3
3429	CHIP	transverse colon male adult (37 years)	H3K27ac
3430	CHIP	K562	AGO1
3431	CHIP	esophagus female adult (30 years)	H3K27me3
3432	CHIP	adrenal gland female adult (30 years)	H3K27ac
3433	CHIP	liver female adult (25 years)	H3K4me1
3434	CHIP	K562	KDM4B
3435	CHIP	transverse colon male adult (37 years)	H3K27me3
3436	CHIP	chorionic villus female embryo (40 weeks)	H3K27ac
3437	CHIP	kidney male adult (67 years)	H3K9ac
3438	CHIP	K562	SMARCA4
3439	CHIP	neural progenitor cell originated from H9	H3K4me2
3440	CHIP	ascending aorta female adult (51 year)	H3K4me3
3441	CHIP	vagina female adult (51 year)	POLR2AphosphoS5
3442	CHIP	duodenal mucosa male adult (76 years)	H3K27me3
3443	CHIP	thymus female embryo (110 days)	H3K36me3
3444	CHIP	esophagus female adult (30 years)	H3K27ac
3445	CHIP	chorionic villus male embryo (38 weeks)	H3K36me3
3446	CHIP	K562 genetically modified using stable transfection	eGFP-MEF2D
3447	CHIP	K562 genetically modified using stable transfection	eGFP-ILK
3448	CHIP	chorionic villus embryo (16 weeks)	H3K36me3
3449	CHIP	adrenal gland male embryo (97 days)	H3K9me3
3450	CHIP	smooth muscle cell originated from H9	H3K36me3
3451	CHIP	neural stem progenitor cell originated from H1-hESC	H2BK5ac
3452	CHIP	cardiac muscle cell	H3K4me3
3453	CHIP	K562	SNIP1
3454	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-SLC30A9
3455	CHIP	neural cell	H3K27me3
3456	CHIP	vagina female adult (51 year)	CTCF
3457	CHIP	small intestine female adult (30 years)	H3K27ac
3458	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-HHEX
3459	CHIP	neural progenitor cell originated from H9	EZH2phosphoT487
3460	CHIP	UCSF-4	H3K27ac
3461	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZBED5
3462	CHIP	rectal smooth muscle tissue female adult (50 years)	H3K27ac
3463	CHIP	GM23338 male adult (53 years) originated from GM23248	H3K4me3
3464	CHIP	K562	NFRKB
3465	CHIP	K562	SIN3B
3466	CHIP	SK-N-SH	H3K9me3
3467	CHIP	GM12878	LARP7
3468	CHIP	Loucy	H3K4me3
3469	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me1
3470	CHIP	thyroid gland female adult (53 years)	H3K9me3
3471	CHIP	K562	NCOA1
3472	CHIP	chorionic villus female embryo (40 weeks)	H3K4me3
3473	CHIP	A549	HDAC2
3474	CHIP	ovary female adult (30 years)	H3K36me3
3475	CHIP	large intestine male embryo (108 days)	H3K27ac
3476	CHIP	spleen female adult (53 years)	H3K4me1
3477	CHIP	HepG2	TOE1
3478	CHIP	Karpas-422	H3K27ac
3479	CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K4me3
3480	CHIP	K562	KDM4B
3481	CHIP	chorionic villus female embryo (40 weeks)	H3K9me3
3482	CHIP	CD4-positive, alpha-beta memory T cell	H3K4me1
3483	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF169
3484	CHIP	SK-N-SH	H3K4me1
3485	CHIP	HCT116	H3K27ac
3486	CHIP	neural progenitor cell originated from H9	H3K4me3
3487	CHIP	breast epithelium female adult (51 year)	CTCF
3488	CHIP	gastroesophageal sphincter male adult (54 years)	CTCF
3489	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-NR2F1
3490	CHIP	neuroepithelial stem cell genetically modified using stable transfection originated from H9	H3K4me3
3491	CHIP	H1-hESC	REST
3492	CHIP	MCF-7	MNT
3493	CHIP	K562	TRIM25
3494	CHIP	mesendoderm originated from H1-hESC	H3K4me1
3495	CHIP	IMR-90	ELK1
3496	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years)	H3K4me1
3497	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF521
3498	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZNF639
3499	CHIP	liver male adult (32 years)	H3K27me3
3500	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-TEAD3
3501	CHIP	foreskin keratinocyte male newborn	H3K27ac
3502	CHIP	skeletal muscle tissue male adult (54 years)	H3K9ac
3503	CHIP	transverse colon male adult (37 years)	POLR2A
3504	CHIP	thoracic aorta male adult (37 years)	CTCF
3505	CHIP	mammary epithelial cell female adult (18 years)	H3K9me3
3506	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF580
3507	CHIP	K562	H3K4me3
3508	CHIP	skeletal muscle tissue male adult (54 years)	H3K4me1
3509	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF404
3510	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ATF4
3511	CHIP	K562	ARNT
3512	CHIP	K562	NFATC3
3513	CHIP	K562	RB1
3514	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-DMAP1
3515	CHIP	right cardiac atrium male adult (34 years)	H3K4me1
3516	CHIP	K562 genetically modified using stable transfection	eGFP-TAF7
